CongestionIndex,CoV
1.589471441,0.184618405
2.084660401,0.184783208
2.679537453,0.585249107
2.547908979,0.472150685
2.226222017,0.542096765
3.520437223,0.598732363
1.539867399,0.25772174
1.495526516,0.24927764
1.353423082,0.214730153
1.651701939,0.252574689
1.469383183,0.230361948
1.487158773,0.276080264
1.350992401,0.223446572
1.565190047,0.246532124
1.625251063,0.27671947
1.542976805,0.289227219
1.437588998,0.286173348
1.677726686,0.306924906
1.64084009,0.334809208
1.536845086,0.268742077
1.429553214,0.230724654
1.695172799,0.37432812
1.593130267,0.428756557
1.57034942,0.302070336
1.373195391,0.241806513
1.647964216,0.328293197
1.66607987,0.271899167
1.544630051,0.273051688
1.385150324,0.233653569
1.703049344,0.314009549
2.389457455,0.58159624
2.158050821,0.439537951
1.980740125,0.579742783
2.670418048,0.70862861
1.916085721,0.160211381
1.779771729,0.145562139
1.598190713,0.165278687
1.951194385,0.141553864
2.265511371,0.552740532
2.177561216,0.505471699
1.924923498,0.460770946
2.400157445,0.459654444
1.787985984,0.150392073
1.63705532,0.108711814
1.497023145,0.136898183
1.820353336,0.127804335
2.490252964,0.307208715
1.961144359,0.200039611
1.737637305,0.251905043
2.246802568,0.22159326
2.348566526,0.349717574
1.939408165,0.216338385
1.693337274,0.259377885
2.218601141,0.296153099
1.927439218,0.397085696
1.882860953,0.376391865
1.689248835,0.342281052
2.064140694,0.482480223
2.077454034,0.563989152
1.790610915,0.450677603
1.710490239,0.510884652
1.867879502,0.47404574
2.743441828,0.420504361
2.225259229,0.313622302
1.857858833,0.311692478
2.529897606,0.422348322
1.773808385,0.241156063
1.757270864,0.254597928
1.549056193,0.217727398
1.84076224,0.320949892
2.329876116,0.466861954
2.398613237,0.558796864
2.150574979,0.452565475
2.352615081,0.592809376
2.028796243,0.433192136
2.125414455,0.397959936
1.931829132,0.398312153
2.440487645,0.429857535
1.953816046,0.25195079
1.679078465,0.286894635
1.51152745,0.267698852
1.766351361,0.255315433
2.178843107,0.277692608
1.921330701,0.227270066
1.685417527,0.237432645
2.035722354,0.30325189
1.800650231,0.367995876
1.820818618,0.462463998
1.387766046,0.420210523
1.854789785,0.389768523
1.818211887,0.342844916
1.731972108,0.276633979
1.475088659,0.220076354
2.043024826,0.311210188
1.886378826,0.73685422
1.633056688,0.441485181
1.463572166,0.355483087
1.99170176,0.571467492
1.379848597,0.46124939
1.354915479,0.258019664
1.266662688,0.241329722
1.401526946,0.29962677
1.431834902,0.27776587
1.378797683,0.20020681
1.327597906,0.223889249
1.530978358,0.275795013
1.577523505,0.399208807
1.515892362,0.278872322
1.43642178,0.264484632
1.618300732,0.330454213
1.506523087,0.256096089
1.473219325,0.200187486
1.405034741,0.201254967
1.572265878,0.224487503
2.07748299,0.575111772
2.511909293,0.462488742
1.88818431,0.412783538
2.450465153,0.510467269
1.520564725,0.584297193
1.484287488,0.292413959
1.407956315,0.250405845
1.545738125,0.279501554
1.935731682,0.39195074
1.508461321,0.238882864
1.439456107,0.2510848
1.566574839,0.26579062
1.934626301,0.40140184
1.982474729,0.434578729
1.716450058,0.346839912
2.039927141,0.475358049
1.778587099,0.3602697
1.54271443,0.215562437
1.46515878,0.215926179
1.682865488,0.256913406
1.397467706,0.224965498
1.314573909,0.145165466
1.257754758,0.165370599
1.372524677,0.235054588
1.600376676,0.39419227
1.425867284,0.201906859
1.365604584,0.210866333
1.655936978,0.320227831
2.019823118,0.529007851
1.463281095,0.246413258
1.31485606,0.201687728
1.59624665,0.27323347
1.924211542,0.544055483
1.451615488,0.266551858
1.3446987,0.195030015
1.438142885,0.354554538
1.643612226,0.353464274
1.683232556,0.388991417
1.559130066,0.335508755
2.469334941,0.538299642
2.111938239,0.655344999
2.39561956,0.449706519
2.015610299,0.437890069
3.196240633,0.41348153
1.406693357,0.244235405
1.458160864,0.177148218
1.381031717,0.289912634
1.683113422,0.19080893
1.564307279,0.158378163
1.541043303,0.16846802
1.455507763,0.24243281
1.994691862,0.232543867
2.865206366,0.501525964
2.876020557,0.430707883
2.445479307,0.482271508
3.204189968,0.43039065
2.01742084,0.517329584
2.037808335,0.514013517
1.758761697,0.452600248
1.992370496,0.390484211
1.402908642,0.207473341
1.406789183,0.233970382
1.315602079,0.230342117
1.61183455,0.228226738
1.537634818,0.351383726
1.65429034,0.281767679
1.421103684,0.264340987
2.049110482,0.352137433
1.963280259,0.240619715
1.88109843,0.220768931
1.6432383,0.271959328
2.343262919,0.366341895
2.015032405,0.464134294
1.991432124,0.460564484
1.687036475,0.449571551
1.959219443,0.535022975
2.063925455,0.335314362
1.940902701,0.341454089
1.72524051,0.334043392
2.054946369,0.326674826
2.655342519,0.469565348
1.953751525,0.465536982
1.934849227,0.454398231
2.196206598,0.551944535
1.522035511,0.330980015
1.579938952,0.264508937
1.369764405,0.252216031
1.795374322,0.30049881
1.572283352,0.465919691
1.644850604,0.463933358
1.39510141,0.343871148
1.92099942,0.522695785
2.666185155,0.522911387
2.690424396,0.524377793
2.046385873,0.59778736
2.401786745,0.652222067
3.190155914,0.776848275
2.876460165,0.606652457
2.415119938,0.624919918
2.405346003,0.538345253
1.505109201,0.151074901
1.411318703,0.128660559
1.333719796,0.148237188
1.789339867,0.288820223
1.59776673,0.5862988
1.428600869,0.323955146
1.387071591,0.32624675
1.476146821,0.466405743
1.65966689,0.376079627
1.666792629,0.298135971
1.543486023,0.331326027
1.7055964,0.305831478
1.600708886,0.280377303
1.603502395,0.336807283
1.43473074,0.281417918
2.000461162,0.405084364
1.622722589,0.444685648
1.736489255,0.406105029
1.460003556,0.328231046
1.706532696,0.435146039
1.416198451,0.4450454
1.334696746,0.311653706
1.186971249,0.265122078
1.311930546,0.292238847
1.530336671,0.333316223
1.502587454,0.318046241
1.369510959,0.295694418
2.149403942,0.436764753
1.695790533,0.646703269
1.362527115,0.378796097
1.208949266,0.27478278
1.49428953,0.474809782
1.449951199,0.540938738
1.44507313,0.45111439
1.376851605,0.454432204
1.688226668,0.553151268
1.310311421,0.309242946
1.311924,0.355588413
1.241813961,0.271913569
1.361691571,0.342552811
1.516631575,0.489727557
1.747073837,0.538101836
1.38981741,0.521596446
1.684306702,0.464375071
1.259584508,0.32769446
1.2582683,0.217988053
1.177913385,0.204587548
1.274491318,0.224436568
1.129928122,0.342950386
1.139071068,0.361967651
1.10353133,0.31096973
1.122818029,0.378816703
1.132890281,0.319823951
1.146613946,0.202037193
1.11570507,0.169125656
1.118253036,0.24488383
1.213059508,0.239585563
1.198900121,0.228732877
1.175184551,0.227433013
1.256514813,0.42333821
1.407719058,0.438954152
1.430983432,0.523348361
1.291675592,0.201461973
1.404700977,0.270721757
1.447873125,0.424812
1.400414666,0.420816285
1.24320668,0.214890067
1.386943871,0.32447148
1.0764637,0.116230496
1.188740527,0.854233684
1.148719911,0.211691219
1.108566913,0.210447884
1.076825586,0.097304374
1.180548475,0.516203794
1.184262973,0.156811611
1.379493572,0.963842431
1.133303207,0.158121954
1.142432306,0.235526835
1.221824408,0.224922588
1.153652973,0.347970132
1.401221331,0.994533078
1.105931405,0.26939568
1.06054544,0.096665474
1.063725469,0.101195603
1.150049704,0.241108237
1.107155045,0.202288803
1.165736758,0.27162916
1.111889479,0.219371541
1.237369486,0.271702054
1.198330716,0.199999695
1.26211344,0.317563635
1.244513864,0.265132302
1.282400526,0.210193424
1.212492526,0.29278436
1.215247943,0.286158675
1.231475741,0.248739325
1.490099253,0.541204088
1.644320013,0.680120513
1.423944833,0.277126787
1.479452958,0.442730924
1.021616235,0.243668159
1.045094084,0.268636426
1.100474904,0.323245513
1.041240145,0.259013066
1.238662383,0.243902448
1.267034101,0.248756134
1.162236536,0.20581396
1.219590048,0.208986824
1.3895487,0.310174896
1.48887273,0.372322655
1.261514948,0.258584434
1.703250379,0.396032934
1.200571663,0.296695988
1.239046609,0.255635011
1.167600702,0.24242244
1.272393394,0.318442103
1.468711375,0.643490822
1.59395982,0.605569655
1.29617631,0.410460636
1.603167299,0.615629954
1.522225065,0.26915891
1.357659911,0.121836532
1.268017071,0.149697902
1.414513789,0.127043532
1.872606673,0.373284626
1.783013145,0.324893774
1.538292146,0.297866643
2.012236026,0.46850455
1.559003233,0.455673041
1.593877944,0.383478168
1.359886011,0.311822485
1.838069747,0.541048784
1.659203561,0.431564665
1.578842944,0.354006621
1.430825478,0.316345013
1.802494625,0.457096467
1.582168998,0.488072807
1.512295878,0.301168267
1.334626814,0.313469513
1.916099373,0.392940241
2.707415796,0.506920575
2.485825803,0.42501689
1.899064158,0.403120734
2.75708978,0.465647728
1.879561693,0.342781222
1.757686862,0.264529318
1.555682708,0.334760925
2.018363634,0.283518644
1.765080123,0.529666676
1.791594032,0.471598061
1.543521045,0.44753055
2.112662827,0.640102163
2.329447581,0.528705721
1.581537651,0.362195967
1.487510595,0.388141446
1.814443251,0.409896529
1.751074065,0.220691448
1.531643053,0.145995545
1.396953049,0.193421773
1.786653348,0.165636716
1.917854991,0.437728814
2.174765742,0.528053736
1.776102924,0.430342675
2.533539173,0.537307745
1.898347854,0.441621219
1.926044729,0.520460526
1.597510503,0.4118914
2.350394995,0.587731796
1.806130903,0.426492426
1.809959808,0.486923907
1.519609374,0.429325255
2.093433367,0.510032292
1.582154964,0.196304572
1.615950155,0.160812895
1.477929405,0.1991459
1.764085287,0.228721538
1.96873408,0.423708016
1.84831042,0.417981646
1.671849557,0.398740094
1.980515984,0.398740292
1.799086381,0.400447356
1.501659954,0.288975627
1.383625095,0.290730621
1.716281825,0.345003699
3.142991373,0.554607729
2.15889513,0.393503513
1.80119939,0.341154846
2.795968768,0.465175826
1.914901778,0.337250936
1.849588979,0.278769296
1.585975033,0.264671622
2.095765568,0.281555495
1.556047217,0.40530618
1.459434765,0.495872444
1.349146058,0.435515089
1.821983893,0.695153199
1.557948627,0.290281803
1.404875422,0.206971603
1.31704244,0.213394439
1.582834397,0.247169424
1.824471496,0.464928381
1.657357276,0.3973977
1.438630806,0.368174924
1.961305664,0.442899649
2.636238425,0.389077737
2.598544383,0.365686202
2.108907306,0.411236818
3.09520793,0.427736605
1.641547446,0.474302339
1.479619669,0.358164145
1.379901053,0.399343451
1.484556453,0.288609507
2.534223812,0.544509686
1.730272647,0.266415345
1.547268039,0.261943089
1.970151411,0.367373744
2.033003804,0.451682478
1.882161084,0.431366638
1.698912773,0.351448317
2.039608451,0.478882644
2.611350825,0.662300213
2.079065874,0.536556597
1.813054265,0.513740831
1.853939333,0.691537166
1.399435097,0.365559388
1.225924486,0.209663776
1.144747375,0.138866407
1.381895457,0.39875767
1.359160163,0.521925429
1.344725978,0.46269369
1.28607166,0.43237515
1.351778109,0.718819404
1.282271736,0.245593649
1.308195319,0.27425622
1.26305431,0.248898334
1.338233378,0.399594529
1.219564637,0.328033955
1.112222471,0.32059601
1.106319049,0.231148637
1.184671792,0.365705433
1.680904003,0.429505705
1.727184959,0.481350583
1.62037684,0.305666245
1.629383987,0.42813853
1.156304401,0.112462554
1.347921269,0.638624752
1.320341672,0.668564401
1.121654397,0.118735589
1.950728321,0.591292639
1.741296292,0.562189886
1.674339659,0.418568025
1.716725071,0.625243007
1.276001901,0.380821546
1.6967275,1.124717127
1.276214111,0.311875114
1.140042418,0.298062083
4.481698293,0.731287841
3.368046087,0.587549738
2.669729991,0.599321101
4.579205802,0.615293369
4.213787958,0.530037543
3.719088458,0.460519182
2.986847138,0.47357287
4.081941557,0.48687686
1.599774242,0.145726776
1.555271016,0.146570172
1.374774205,0.191221711
2.464318567,0.402268293
1.45850715,0.216588987
1.615002924,0.190582898
1.48683341,0.211967186
1.506115913,0.18066666
1.328544054,0.163599763
1.418149095,0.128107991
1.256939333,0.181490678
1.430426034,0.177182696
1.84214895,0.453831249
1.971269857,0.324465912
1.65535133,0.383294333
2.038709709,0.345537021
1.433778218,0.162766476
1.364045718,0.137525509
1.264221361,0.138810306
1.473999111,0.119844274
1.690742381,0.346720094
1.471064199,0.26397068
1.366182656,0.229705709
1.674810499,0.246473456
1.593307955,0.233546711
1.447944686,0.149062971
1.354980478,0.191962152
1.537888116,0.168713017
1.549360672,0.420651312
1.488651875,0.22165719
1.555662467,0.231703635
1.584933276,0.237581329
1.696056688,0.565000749
1.646279744,0.430060461
1.540025929,0.447467853
1.83058184,0.447847007
1.497935717,0.351884485
1.369945972,0.240673919
1.259552623,0.273671251
1.414758616,0.211348854
1.694099946,0.262765443
1.603030852,0.281166944
1.3873875,0.243686062
1.852026438,0.321501367
1.66776099,0.31077426
1.51791186,0.258358526
1.271094327,0.219956485
2.103877671,0.435725757
1.788620167,0.41279766
1.550455208,0.226900777
1.310521849,0.21051482
2.321785368,0.554973786
1.649479491,0.259448891
1.629961699,0.274363851
1.407849918,0.342813698
1.717722764,0.272908978
1.688596249,0.294208438
1.629177224,0.289159263
1.404305376,0.278131284
1.688258306,0.314534079
1.816868019,0.456358225
1.748835063,0.567479987
1.357242415,0.362386479
1.753489172,0.578024154
1.38476804,0.222402526
1.283810357,0.228264243
1.191621115,0.187702739
1.30591552,0.348591729
1.998126841,0.469214975
1.778314703,0.426859935
1.568950589,0.507061015
1.859479866,0.406871056
1.082793683,0.291573506
1.260491216,0.271249427
1.131998021,0.265230174
1.198281271,0.314896792
1.800950184,0.28199666
1.510586525,0.193243622
1.460328997,0.189972764
1.843249588,0.275896353
1.886176925,0.379602832
1.495446217,0.233967625
1.35154186,0.22792943
1.809969409,0.288669896
1.519506516,0.148015178
1.403668279,0.107238783
1.296131465,0.129758479
1.555217357,0.121149953
2.114452751,0.415284182
2.009794771,0.370175676
1.650094548,0.346555732
2.098014454,0.40365579
1.683541863,0.426994904
1.282532015,0.121065532
1.181089717,0.1247882
1.262732109,0.152778553
2.167588472,0.24363785
1.687442803,0.137036576
1.547058813,0.217859946
1.966673623,0.225551485
2.014145221,0.238517235
1.568904165,0.112613215
1.393045111,0.122235097
1.676637516,0.099949453
2.780577165,0.559947213
2.613657434,0.518476151
2.241031075,0.544458412
2.818857152,0.575612357
3.08106076,0.414010992
2.690939464,0.331720936
2.289315208,0.36889232
2.607177633,0.368941939
1.053074566,0.160259551
1.036738324,0.104486145
1.038769106,0.291768245
1.196515734,0.347750837
2.237302687,0.456106139
1.708951895,0.320350847
1.497466197,0.338375062
2.435542213,0.437676588
2.595512207,0.377558276
1.937004189,0.217304539
1.682598652,0.267530595
2.047532762,0.247325617
1.632245217,0.288041301
1.446536252,0.202176102
1.278324561,0.233825526
1.583071066,0.236323565
1.962764076,0.209282469
1.72832846,0.153720414
1.499349253,0.196312499
1.776507584,0.24060786
1.554051398,0.153250858
1.409708789,0.107398086
1.321169332,0.149426202
1.614813389,0.22223972
1.693071503,0.235433732
1.514088958,0.137739814
1.366454993,0.207218677
2.215895334,0.430271889
2.330448448,0.228424397
2.080376158,0.178588722
1.64338503,0.263889013
2.942688707,0.256691532
1.538169059,0.240370481
1.581282534,0.214112521
1.499171846,0.25670947
1.768119186,0.230349196
1.285868601,0.434496584
1.274458436,0.329163162
1.263678389,0.30767027
1.390448579,0.332467997
1.974657809,0.471030713
1.896440591,0.412404169
1.660993176,0.455362632
2.186519268,0.374857794
1.3136674,0.272719867
1.423064099,0.263470243
1.412289073,0.249123758
1.487066051,0.257063359
1.315286984,0.144405961
1.301634232,0.135202069
1.339899066,0.162243707
1.347426454,0.147040861
1.296012219,0.243458996
1.653451416,0.238326267
1.248834301,0.210588671
1.862891764,0.264255797
1.336505454,0.136528189
1.320547773,0.100222141
1.19648168,0.122237173
1.452204574,0.141288792
1.431073432,0.099471102
1.376493612,0.091995408
1.264106106,0.118752086
1.457877428,0.108455571
1.335694005,0.140344639
1.345899491,0.130925039
1.221884726,0.153319565
1.403701486,0.137594306
1.829218762,0.384615809
1.968811286,0.420251909
1.604492424,0.337295136
2.144100982,0.355470314
1.440062525,0.221562727
1.388398614,0.245245429
1.306652437,0.205173755
1.502194526,0.185666156
3.738010733,0.507402261
2.898327296,0.50312089
2.349203876,0.456922993
4.085975144,0.590814515
1.871438853,0.319615472
1.682875825,0.243284736
1.719311082,0.336166894
1.914334184,0.286405624
1.805877379,0.448101391
1.769810101,0.412177952
1.534540709,0.327362273
1.730788695,0.446691101
2.290461167,0.27426207
2.264505473,0.267778185
1.93886596,0.262972907
2.554534084,0.355041661
2.46139325,0.376061376
2.343552695,0.361954884
2.037039863,0.365386743
2.541825731,0.400917558
1.596330788,0.42078818
1.603303125,0.297992177
1.422075509,0.279351423
1.567315327,0.307979482
1.889558878,0.466754889
1.978425431,0.459700179
1.474285549,0.371085722
1.682918022,0.40678259
1.264727734,0.167705786
1.334571776,0.216474734
1.23411939,0.163170715
1.284061659,0.156427628
1.427906194,0.167888376
1.315928677,0.119827888
1.24004481,0.127777584
1.365109655,0.138657128
1.639235893,0.388079827
1.26935877,0.093312392
1.1741854,0.10290128
1.31803771,0.088908147
2.796743961,0.540446316
1.555877925,0.195751477
1.454010624,0.145427902
1.513449728,0.19618549
2.436237031,0.446904234
1.532812984,0.303300527
1.398389732,0.274404847
1.495548751,0.333988032
1.904859548,0.446209953
1.701801216,0.296209139
1.666972683,0.286547027
1.651167621,0.386265116
1.839396486,0.447275885
1.62051356,0.244884315
1.680813238,0.245325133
1.873708479,0.346816159
1.890299189,0.454077168
1.677068583,0.373244154
1.521317232,0.282526835
2.199427829,0.476106781
2.606247439,0.544740836
2.404559125,0.494528363
2.009932134,0.486721209
3.582412332,0.649086414
2.080526674,0.343040516
2.079434029,0.35182148
2.125557066,0.405574781
2.089411162,0.354023799
1.530188475,0.157571485
1.567470416,0.159183108
1.605611248,0.170293435
2.099993978,0.181180075
1.607885356,0.170788172
1.420848094,0.129369354
1.346418649,0.163808524
1.608148697,0.152292513
1.412061737,0.154083496
1.294698369,0.124620791
1.217758222,0.148677486
1.399493688,0.122009294
1.38857052,0.22589539
1.318825058,0.190022877
1.275558194,0.21521809
1.906759799,0.248240899
1.654142548,0.191097992
1.513684999,0.116874458
1.394579365,0.180933918
1.955712535,0.189335479
1.94780348,0.228117729
1.882445006,0.181882409
1.709236524,0.254952618
2.252974016,0.207238434
1.475702865,0.29177856
1.359076607,0.265516088
1.314981922,0.234375912
1.546192559,0.315830125
1.038322778,0.167618734
1.01953186,0.135985306
1.016177486,0.15217128
1.020860215,0.139045214
2.069700218,0.532452546
2.107915315,0.471241493
1.703454474,0.39388652
2.127565614,0.500276521
1.491379365,0.16547342
1.496882334,0.136994313
1.307244118,0.159784115
1.656167396,0.21391112
1.707783393,0.287959064
1.721728681,0.265984678
1.484917055,0.277181516
1.786964434,0.307626446
1.699150919,0.172338566
1.645361834,0.144558694
1.374442748,0.167440513
1.705670236,0.143062574
1.38060999,0.169375426
1.413085742,0.20292263
1.19337408,0.185701782
1.418792239,0.220498798
1.442008831,0.172007905
1.431442055,0.256520451
1.260797869,0.340114839
1.499819895,0.203315184
1.532301057,0.254795557
1.430973885,0.309110482
1.293964521,0.145517289
1.646452317,0.265783374
1.806169496,0.351208341
1.684701793,0.407372038
1.435591134,0.251600996
2.189593164,0.359519292
1.74345536,0.233954323
1.687989546,0.217903597
1.465475017,0.321081596
1.895234338,0.253896118
1.556370312,0.503122454
1.451480557,0.406308891
1.318163976,0.300093826
1.685887028,0.527398946
1.704795552,0.39726101
1.624052138,0.362806113
1.44040173,0.333139849
1.79958097,0.42217035
1.991888659,0.485145392
1.728755712,0.397599698
1.531094808,0.47458133
2.129197228,0.490221788
1.502271338,0.177097688
1.482533456,0.12953557
1.389302352,0.153801153
1.573556146,0.201170257
1.384360915,0.23918897
1.280470962,0.178131611
1.179905847,0.225472544
